Bar food expensive and not excessive good .####[['food', 'food_drinks quality', 'negative'], ['food', 'food_drinks prices', 'negative']]
The location is just off Times Square , but is 'inexpensive' overly busy and is very convenient for getting around .####[['location', 'location general', 'positive']]
The location Aren't just off Times Square , but is not overly busy convenient is very convenient for getting around .####[['location', 'location general', 'positive']]
The location is just off Times Square , but is not overly busy but is very convenient about getting around .####[['location', 'location general', 'positive']]
The location is just off Hours Square , but is not overly busy and lies very convenient for getting around .####[['location', 'location general', 'positive']]
The is just off Times Square , but is not overly busy and is Extremely convenient for getting around .####[['location', 'location general', 'positive']]
The location is just away Times Square , but is not overly busy and is very accessible for getting around .####[['location', 'location general', 'positive']]
The location is just off Times Square , but is not overly busy and is very convenient for 'reaching' around .####[['location', 'location general', 'positive']]
The location is just off Times Block , but is not overly busy and is very convenient for getting through .####[['location', 'location general', 'positive']]
The location is  off Times Plaza , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive']]
The location is just off Times Plaza , but is not overly busy and seems very convenient for getting around .####[['location', 'location general', 'positive']]
The location is just adjacent Times Square , but is not overly busy and is Extremely convenient for getting around .####[['location', 'location general', 'positive']]
It location is just off Times Square , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive']]
