I am getting to really enjoy Turkish Airlines , as DATE I had two legs on TK .####[['Turkish Airlines', 'airline general', 'positive']]
Delay of 4 hours in Istanbul luckily we were able to use their planning class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were need to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were need to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours the Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to clean their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their planning class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able you use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to clean their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul i we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were speak to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use their business class lounge .####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul luckily we were able to use life business class lounge .####[['NULL', 'punctuality general', 'negative']]
