Bar food expensive and not very good .####[['food', 'food_drinks quality', 'negative', 'not very good'], ['food', 'food_drinks prices', 'negative', 'expensive']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
could not do enough for us####[['NULL', 'service general', 'positive', 'could not do enough for us']]
The location is just off Times Square , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
